robot_count,task_complexity,communication_delay,swarm_density,obstacle_density,battery_level,signal_strength,formation_type,terrain_roughness,task_deadline,robot_speed,sensor_range,collision_probability,energy_efficiency,coordination_overhead,mission_success
7,9.9,29.2,3.08,11.7,20.4,-65.4,Circle,1.6,280.0,1.8,24.2,0.491,0.57,35.9,0
38,6.0,280.1,4.51,17.6,57.5,-74.4,Wedge,9.0,212.1,0.56,34.9,0.494,1.08,18.3,0
11,9.4,42.3,1.6,17.3,65.8,-75.6,Grid,8.8,172.3,2.48,10.6,0.388,1.06,32.3,0
41,1.0,451.9,1.01,16.3,46.3,-113.9,Grid,9.8,240.4,4.38,31.6,0.42,1.49,33.4,0
8,7.7,453.6,4.21,10.2,36.0,-62.5,Random,5.3,197.0,4.26,12.7,0.484,1.12,12.0,0
40,9.1,349.1,3.73,21.2,82.8,-81.2,Grid,3.6,267.3,3.22,10.7,0.464,0.9,23.4,1
39,2.3,463.1,4.66,24.8,16.1,-83.0,Circle,7.9,250.5,1.2,26.0,0.311,1.29,38.3,0
22,1.9,405.7,0.91,10.4,35.2,-66.3,Grid,2.6,67.4,0.98,11.4,0.367,0.83,11.2,0
21,4.8,414.3,0.81,2.6,13.5,-65.4,Random,3.2,79.5,4.8,36.3,0.297,1.03,26.5,0
4,9.4,284.9,2.75,8.9,11.3,-118.6,Grid,3.3,28.9,2.4,46.9,0.253,0.56,26.5,0
23,5.9,153.0,3.11,4.1,41.8,-108.7,Grid,9.6,73.9,3.42,20.3,0.44,0.82,18.1,1
48,5.7,108.9,2.45,14.0,27.5,-98.7,Circle,7.6,109.6,4.58,16.8,0.369,1.03,19.6,1
5,2.3,163.6,3.03,4.7,34.2,-59.0,Grid,2.2,18.4,4.41,9.6,0.43,1.2,18.3,0
29,1.0,314.2,0.98,13.9,83.9,-68.1,Wedge,1.8,101.3,3.05,20.1,0.048,0.6,20.8,0
13,8.3,86.3,2.45,6.6,24.7,-51.8,Random,8.6,233.7,2.7,28.4,0.288,1.3,6.0,1
39,1.8,129.3,3.32,22.2,80.2,-53.3,Random,8.2,253.7,3.81,19.3,0.165,1.4,31.8,1
37,6.7,234.0,2.22,0.8,70.8,-43.2,Random,7.0,12.6,2.07,31.5,0.257,0.78,26.4,1
48,9.2,116.5,3.43,16.6,39.4,-86.1,Grid,2.8,12.1,3.31,33.5,0.306,1.27,39.0,1
42,2.9,294.3,2.31,5.1,59.2,-88.9,Wedge,5.3,52.4,0.6,5.8,0.423,0.68,9.8,0
6,7.0,461.6,1.73,0.0,50.0,-45.2,Random,6.4,263.0,4.21,35.2,0.016,1.02,5.8,1
14,1.7,374.0,1.59,26.1,21.6,-98.6,Line,9.4,146.1,4.99,45.1,0.082,1.3,13.7,0
24,6.4,333.2,2.11,20.1,91.6,-78.5,Circle,2.5,295.0,4.8,2.3,0.461,0.89,20.4,0
31,2.5,291.4,0.21,3.0,61.3,-102.5,Line,5.6,267.3,2.12,28.0,0.484,0.53,8.2,0
38,7.6,244.0,3.38,19.9,89.2,-37.8,Line,2.4,268.1,2.89,30.6,0.028,1.04,18.4,1
26,3.7,93.3,4.24,18.3,84.1,-83.3,Random,5.0,47.3,1.56,35.8,0.166,1.34,25.7,1
49,5.2,447.4,1.84,14.2,17.2,-100.9,Line,2.8,147.8,1.86,19.9,0.005,0.61,2.2,1
28,6.4,124.3,0.33,12.6,28.7,-57.7,Line,8.5,298.1,2.56,41.1,0.379,0.53,30.3,0
15,2.5,45.7,4.94,26.6,23.1,-98.0,Wedge,3.3,53.2,3.86,27.5,0.341,1.31,37.6,0
49,7.7,375.0,1.39,7.4,84.8,-35.1,Circle,4.8,176.5,0.58,21.0,0.282,0.77,10.7,1
48,3.7,87.8,0.72,11.9,87.6,-86.9,Grid,4.7,109.8,2.27,36.2,0.346,0.86,31.0,1
37,7.0,185.9,1.91,9.9,57.5,-60.2,Random,8.8,122.5,3.0,46.4,0.269,0.59,16.7,1
40,2.4,14.1,3.72,23.1,19.4,-88.9,Random,7.8,268.3,1.47,40.8,0.119,0.6,26.6,1
17,7.2,68.5,1.54,27.5,22.2,-47.3,Line,1.5,180.5,0.85,46.6,0.377,1.11,29.7,0
23,2.2,86.6,2.92,25.5,83.2,-39.3,Grid,1.6,230.0,2.93,14.0,0.392,1.05,11.8,0
22,4.8,27.2,2.14,23.9,93.6,-49.1,Grid,6.0,205.2,3.37,6.8,0.427,0.79,31.5,0
22,3.2,328.3,0.68,29.6,28.0,-43.6,Grid,4.8,163.4,3.38,27.2,0.477,0.95,4.2,0
9,7.7,418.5,1.72,20.9,11.0,-110.8,Random,3.5,239.6,2.1,3.2,0.374,0.89,39.5,0
50,3.4,186.7,3.65,22.5,39.8,-36.8,Random,8.1,291.5,1.57,34.1,0.027,1.2,13.5,1
17,8.9,437.3,3.1,29.5,12.7,-63.8,Wedge,2.2,290.4,1.49,12.8,0.01,1.36,9.0,0
32,9.0,106.7,0.69,0.2,84.5,-41.8,Random,9.8,238.9,0.68,23.3,0.37,1.27,5.5,1
43,2.8,162.7,0.9,19.0,54.2,-58.4,Random,1.2,151.3,1.33,33.1,0.028,0.5,32.5,1
11,6.5,75.4,3.24,22.2,67.8,-101.8,Wedge,2.1,57.3,4.18,24.7,0.158,0.6,23.4,1
33,1.8,310.3,4.09,27.5,47.0,-65.1,Random,3.8,22.9,0.51,12.6,0.068,0.93,38.1,0
35,4.5,209.9,1.81,26.5,41.1,-111.8,Line,5.6,77.1,0.7,44.1,0.484,1.35,25.9,0
10,7.4,306.6,3.02,25.3,30.0,-57.4,Line,2.9,108.7,1.07,38.5,0.158,0.74,13.6,0
18,6.9,380.8,0.94,28.4,79.3,-83.2,Wedge,7.6,47.7,2.39,30.5,0.028,1.38,33.5,0
12,6.6,272.9,1.63,16.1,72.6,-106.3,Wedge,4.2,75.2,2.0,35.2,0.475,0.61,11.2,0
33,3.5,313.8,0.2,0.2,42.5,-31.9,Line,1.3,34.2,1.3,21.4,0.304,0.57,11.6,0
11,4.4,467.6,3.86,0.3,38.9,-38.9,Grid,8.9,161.9,1.0,19.4,0.018,1.41,1.1,0
23,1.9,149.5,2.06,16.3,10.1,-39.6,Random,9.5,46.6,4.72,8.8,0.417,0.66,10.1,0
18,7.5,179.6,4.1,13.1,15.7,-49.0,Circle,6.6,225.4,4.6,40.4,0.076,0.96,10.5,1
5,5.5,358.9,3.57,13.5,66.1,-57.7,Circle,8.3,106.5,3.97,19.7,0.401,0.83,11.9,0
49,7.4,305.7,4.16,12.0,56.3,-61.0,Wedge,2.1,204.9,1.63,34.9,0.301,0.65,14.7,1
48,3.2,89.3,1.5,27.5,49.1,-110.5,Circle,3.4,265.9,1.96,15.7,0.089,1.13,23.1,1
26,3.9,188.1,1.01,10.8,84.5,-38.9,Grid,3.9,34.9,3.5,40.0,0.376,1.46,8.7,1
22,4.0,233.9,4.86,25.7,55.4,-40.7,Circle,9.6,296.8,1.81,6.2,0.227,1.16,25.5,0
38,1.2,209.7,3.61,27.1,44.6,-52.7,Line,5.6,197.1,2.89,31.6,0.319,0.85,5.3,0
39,4.1,89.1,4.19,15.0,24.5,-36.5,Wedge,1.1,25.5,3.43,40.6,0.435,1.21,37.2,0
50,8.2,462.2,0.16,13.4,83.9,-70.2,Circle,4.4,101.1,2.84,33.4,0.13,0.64,1.0,1
2,9.1,381.2,1.84,22.8,61.9,-79.7,Random,1.1,267.0,2.36,35.1,0.183,1.08,36.3,0
26,5.7,240.7,3.74,21.2,18.3,-32.9,Wedge,3.1,182.9,2.07,26.8,0.499,0.97,21.9,0
37,5.1,340.0,0.48,9.9,68.4,-78.2,Grid,5.1,93.3,4.0,28.4,0.254,0.86,28.4,0
18,1.3,448.6,2.88,3.1,48.3,-62.3,Line,3.9,282.7,3.83,4.2,0.279,1.24,11.9,0
42,8.9,68.1,2.2,7.9,83.0,-86.4,Circle,1.3,238.3,3.63,13.3,0.143,0.62,7.0,1
25,1.1,125.2,0.19,3.9,92.7,-62.7,Line,2.0,223.3,2.19,36.4,0.208,1.03,37.9,0
3,9.5,271.4,1.26,8.8,64.0,-55.2,Grid,6.0,267.6,3.99,47.3,0.251,1.35,17.6,1
41,5.4,399.5,1.5,7.9,75.8,-63.8,Circle,7.3,233.2,4.81,27.5,0.129,0.7,19.2,1
16,4.1,18.1,0.65,19.1,15.1,-73.7,Wedge,4.6,93.2,3.6,36.6,0.119,0.76,39.4,0
33,9.3,492.0,3.19,28.6,60.4,-93.0,Wedge,7.6,179.3,2.34,34.5,0.3,1.16,13.4,0
40,1.2,227.5,1.29,20.6,78.0,-62.1,Random,2.5,254.3,4.08,50.0,0.092,1.27,4.0,1
7,6.2,179.6,1.46,27.8,54.7,-38.2,Grid,2.1,62.4,3.24,40.0,0.277,0.78,23.5,0
2,5.9,146.4,4.5,23.5,63.4,-119.4,Circle,8.6,57.3,4.45,31.8,0.353,0.86,22.2,0
48,3.0,87.2,2.39,21.8,90.9,-107.9,Line,4.1,56.1,3.71,6.6,0.099,1.24,30.9,1
24,4.9,395.8,2.02,12.4,27.8,-109.2,Line,4.9,66.3,3.96,18.8,0.373,0.79,38.2,0
40,6.9,477.7,3.65,9.7,18.8,-36.9,Circle,9.5,39.9,3.5,13.3,0.18,1.17,12.3,0
18,7.5,206.8,4.56,25.4,72.2,-60.4,Grid,4.8,252.9,0.91,42.8,0.496,0.66,28.9,0
35,1.0,476.2,0.22,27.2,84.1,-34.3,Grid,1.0,247.3,2.68,22.9,0.49,0.91,17.4,0
42,9.4,411.9,2.3,13.6,86.5,-67.5,Line,9.4,53.9,0.75,27.2,0.399,1.19,31.4,0
30,2.5,240.5,3.09,0.3,67.7,-78.4,Circle,1.1,214.6,2.51,48.3,0.171,0.96,6.6,1
10,3.1,337.0,1.66,23.8,85.0,-48.7,Circle,7.0,191.8,3.72,42.0,0.469,0.52,20.0,0
14,3.4,217.5,3.88,8.6,73.1,-105.5,Line,3.9,90.1,2.4,39.7,0.499,0.91,3.1,1
7,1.3,279.4,4.86,0.3,17.9,-85.7,Circle,5.2,75.9,0.51,8.0,0.231,0.79,22.4,0
7,2.1,29.0,4.72,24.1,78.6,-78.0,Circle,5.9,82.7,2.16,2.1,0.307,0.6,6.8,0
21,9.9,348.1,1.4,15.5,26.1,-93.1,Wedge,4.7,221.9,0.8,7.2,0.003,0.51,38.4,0
4,3.8,26.4,1.21,20.6,31.3,-86.6,Wedge,8.0,102.6,4.01,37.3,0.022,0.55,22.2,0
18,2.0,408.5,4.79,27.4,45.5,-113.0,Random,9.4,90.6,4.03,21.1,0.25,1.45,21.2,0
50,2.0,412.5,2.35,16.2,38.3,-102.2,Random,1.8,16.5,4.13,6.8,0.305,1.25,38.9,0
13,7.5,118.5,1.12,15.1,38.9,-89.8,Grid,8.2,273.4,0.64,37.2,0.156,1.44,19.9,1
49,8.7,161.8,3.56,8.7,25.2,-48.4,Wedge,2.2,228.3,0.65,10.5,0.05,0.61,27.1,1
48,3.3,240.7,1.49,9.2,36.4,-103.6,Wedge,1.7,147.1,4.57,29.9,0.391,1.07,1.9,1
46,1.2,298.3,1.41,23.9,11.8,-88.8,Wedge,9.6,283.4,1.06,37.3,0.209,0.58,28.3,0
2,3.0,143.7,4.41,13.5,52.6,-114.2,Wedge,5.4,95.1,3.52,30.8,0.324,0.53,4.2,1
18,1.5,296.2,0.9,4.9,79.2,-69.9,Grid,2.4,205.7,4.08,49.7,0.325,0.97,31.2,1
4,1.9,148.9,0.42,2.8,87.6,-65.0,Line,6.1,98.5,2.52,22.3,0.273,1.15,35.1,0
27,4.9,27.7,1.42,14.2,83.8,-42.1,Grid,3.4,101.2,2.96,16.3,0.089,0.56,12.6,1
16,3.1,1.3,3.07,13.9,47.5,-46.3,Line,5.2,255.0,1.52,10.9,0.308,0.87,35.1,0
37,5.6,50.6,0.7,19.6,75.7,-94.3,Random,6.6,238.2,4.66,25.7,0.161,0.59,19.3,1
33,3.3,396.1,2.41,14.1,35.9,-107.7,Wedge,8.8,95.3,1.86,42.8,0.41,0.86,22.9,0
33,9.5,480.7,3.17,4.3,15.0,-106.0,Line,1.0,33.6,1.48,47.4,0.097,0.97,16.4,1
5,9.2,213.5,4.26,15.2,70.8,-32.8,Grid,2.9,113.7,2.86,48.6,0.146,0.84,19.1,1
19,6.1,256.3,1.23,27.2,68.4,-59.4,Line,1.9,230.4,1.36,27.0,0.22,1.08,36.3,0
50,4.2,73.4,4.1,4.8,82.1,-116.2,Circle,1.9,39.2,3.59,30.7,0.37,1.08,37.9,1
20,4.4,275.5,1.25,20.7,65.4,-107.7,Random,9.5,204.9,2.82,29.5,0.36,0.83,17.8,0
44,4.7,72.3,3.42,17.8,24.1,-76.3,Random,9.4,268.0,1.17,23.8,0.169,0.89,20.6,1
36,7.5,305.6,2.21,22.5,86.8,-101.3,Wedge,7.7,62.0,0.8,8.5,0.255,0.94,4.6,0
41,5.1,466.6,0.66,4.5,66.5,-47.7,Wedge,6.8,260.0,1.12,4.2,0.117,0.88,13.0,0
15,8.7,97.8,3.6,28.2,82.7,-68.4,Grid,8.6,24.9,1.11,22.4,0.385,1.26,20.5,0
34,9.5,382.3,1.17,18.6,79.7,-64.9,Line,1.5,203.4,1.91,10.1,0.098,0.64,8.1,1
15,4.0,11.8,0.97,25.4,36.8,-78.3,Circle,2.1,239.4,4.25,44.4,0.41,1.36,23.1,1
35,6.0,187.7,1.86,7.4,16.7,-97.0,Random,3.9,139.0,0.76,38.3,0.468,0.83,27.4,0
5,1.9,55.4,3.3,22.2,25.9,-67.0,Line,8.5,69.1,1.08,31.3,0.496,1.22,26.0,0
25,2.8,176.2,1.25,23.4,18.4,-55.5,Circle,5.3,278.2,1.86,3.3,0.428,1.38,17.7,0
30,4.7,86.8,1.0,11.9,31.9,-86.6,Line,5.5,15.8,2.99,31.5,0.111,1.39,30.8,0
20,2.9,186.7,0.15,11.5,51.4,-74.6,Wedge,3.1,171.0,3.93,31.4,0.208,0.95,12.8,1
7,8.9,208.8,2.41,19.7,91.6,-44.4,Random,6.8,118.1,4.65,22.5,0.044,0.76,18.8,1
34,2.4,150.3,2.2,2.8,88.5,-106.6,Circle,9.0,143.7,2.35,33.2,0.082,1.11,10.8,1
50,5.1,328.3,1.25,22.1,74.7,-70.9,Wedge,4.0,165.6,0.98,43.0,0.025,0.68,24.1,1
41,6.5,459.4,0.36,1.3,12.2,-88.6,Grid,6.6,165.1,1.46,38.1,0.321,1.29,17.6,0
20,7.2,200.3,2.2,5.7,40.7,-56.7,Grid,4.0,69.1,1.79,24.2,0.267,1.21,8.7,1
2,4.4,96.2,3.96,19.9,71.4,-118.3,Wedge,8.1,207.1,4.04,13.9,0.459,1.3,12.3,1
6,8.8,135.4,3.6,2.9,21.6,-59.7,Circle,5.3,15.6,3.59,24.4,0.232,0.93,11.2,1
28,6.1,427.0,4.32,29.2,82.1,-110.7,Circle,4.1,16.1,1.44,47.4,0.321,1.06,36.4,0
17,5.0,285.8,0.15,26.1,92.3,-114.2,Random,4.8,148.8,4.27,41.2,0.201,0.6,20.9,1
7,1.6,227.5,4.84,18.8,41.9,-54.8,Wedge,1.8,167.2,4.37,2.3,0.415,1.19,26.1,0
41,5.2,74.8,1.77,24.6,73.5,-62.4,Grid,8.8,89.7,4.47,39.4,0.463,0.99,37.4,0
14,8.4,224.9,4.95,26.6,23.3,-39.5,Wedge,9.6,170.0,1.74,9.4,0.216,1.01,7.3,0
49,6.5,139.2,1.34,7.8,72.2,-73.2,Line,5.3,159.7,1.1,29.0,0.041,1.35,37.5,1
36,8.5,471.6,2.41,25.5,11.9,-72.3,Circle,3.0,111.3,0.97,40.5,0.082,1.27,21.6,0
20,5.4,442.0,1.83,5.8,23.6,-56.4,Line,7.0,199.0,2.3,28.5,0.36,1.04,34.2,0
13,2.1,42.0,1.84,12.4,73.9,-90.9,Grid,5.1,287.8,2.43,20.8,0.163,0.86,6.7,1
17,1.1,258.3,4.23,16.7,74.1,-116.7,Circle,3.3,152.3,4.41,16.7,0.393,0.95,10.9,1
44,3.7,112.5,3.76,21.4,67.7,-99.3,Grid,1.3,238.0,1.7,15.9,0.375,0.85,7.8,1
11,7.3,205.4,4.96,0.9,53.0,-98.6,Grid,9.0,81.8,3.32,42.0,0.347,0.65,26.1,1
26,8.1,438.4,3.11,8.7,70.7,-89.8,Grid,8.2,231.0,4.05,41.4,0.407,1.15,5.6,1
21,3.7,263.8,2.37,18.3,79.6,-35.1,Random,8.5,198.2,1.71,41.3,0.378,1.19,31.7,0
32,5.5,167.1,0.54,10.7,97.0,-47.6,Grid,5.0,195.5,1.7,14.9,0.316,1.47,10.0,1
5,4.8,103.9,4.98,23.3,90.0,-35.8,Grid,7.8,269.0,3.51,40.1,0.002,0.96,10.2,1
45,4.7,400.2,2.8,19.5,81.5,-30.1,Line,6.2,77.7,3.77,2.8,0.258,1.5,11.2,0
24,3.1,312.3,3.53,7.0,72.5,-81.0,Line,4.4,116.9,4.82,11.1,0.298,0.69,29.9,0
3,2.2,234.0,2.09,4.4,61.7,-99.6,Line,8.6,34.1,4.32,26.2,0.48,1.16,37.0,0
23,2.8,108.7,2.78,18.9,20.9,-69.6,Circle,10.0,220.6,4.2,20.9,0.325,1.49,36.3,0
38,1.5,167.1,4.72,13.5,24.9,-40.7,Random,9.1,254.7,3.62,6.5,0.288,1.14,4.1,1
9,2.8,479.9,0.92,5.1,83.8,-78.1,Circle,8.0,127.7,1.03,3.0,0.271,0.95,10.5,0
8,1.1,260.0,1.53,9.8,82.3,-74.5,Random,7.7,113.5,4.14,30.9,0.052,1.02,26.9,0
15,6.6,200.3,0.85,9.1,65.3,-107.9,Random,6.9,201.0,4.71,16.4,0.214,1.35,24.7,1
4,3.8,260.7,3.98,3.2,49.5,-82.2,Wedge,8.7,31.9,2.26,1.8,0.067,1.44,14.0,0
17,9.8,389.5,0.4,16.4,12.3,-85.2,Wedge,5.4,95.2,1.91,22.1,0.026,0.95,34.5,0
20,2.7,170.1,0.5,22.9,39.4,-88.3,Wedge,2.6,116.2,2.85,16.0,0.165,1.27,5.2,0
19,4.1,89.4,1.56,17.3,47.9,-40.1,Random,7.9,160.4,4.8,29.3,0.323,1.43,25.6,0
17,4.2,292.5,2.62,24.8,53.7,-114.7,Random,9.3,148.2,0.73,46.6,0.433,0.78,10.9,0
9,1.1,332.6,2.09,3.8,93.6,-32.5,Circle,4.1,70.5,3.69,16.1,0.405,0.99,21.1,0
34,8.6,356.4,0.32,13.1,19.8,-119.3,Random,8.0,166.8,4.17,49.9,0.147,1.5,15.5,1
50,1.3,441.0,4.79,18.3,56.7,-34.9,Grid,3.5,278.5,4.05,5.2,0.023,0.85,39.2,0
13,9.5,185.6,4.77,20.3,43.1,-70.7,Grid,9.5,17.9,3.05,5.3,0.201,1.12,19.5,0
12,9.0,37.7,1.47,20.9,99.1,-56.8,Random,7.2,207.3,4.64,35.9,0.157,1.16,39.0,1
6,5.8,479.2,3.68,21.9,87.6,-103.2,Grid,6.1,191.2,1.11,37.7,0.186,0.65,10.2,0
28,5.9,217.5,2.94,19.5,49.5,-61.1,Random,8.0,278.1,1.6,21.7,0.28,1.31,30.7,0
13,6.9,311.6,1.26,2.8,100.0,-40.6,Wedge,8.3,197.2,1.88,15.0,0.015,0.91,28.7,0
18,4.5,333.2,1.38,20.9,56.3,-107.4,Random,9.0,191.2,0.54,39.9,0.185,1.0,33.9,0
7,6.8,273.3,2.51,21.7,25.0,-108.6,Wedge,9.1,233.2,2.17,47.9,0.279,1.14,27.7,0
34,1.4,102.6,2.15,29.8,60.0,-92.6,Line,1.5,87.7,1.22,49.5,0.215,0.91,27.3,0
6,1.5,377.6,1.53,20.8,30.4,-105.4,Grid,2.1,182.8,3.76,32.1,0.334,0.83,26.4,0
29,5.1,401.9,4.06,20.6,67.3,-110.0,Line,8.4,160.6,2.37,37.3,0.093,1.05,39.4,0
15,5.9,276.5,2.46,15.4,94.4,-59.0,Grid,9.5,137.2,3.67,41.3,0.077,0.85,9.1,1
6,9.0,244.3,3.31,26.0,80.8,-100.8,Line,3.8,33.1,1.82,40.1,0.154,0.93,1.2,1
34,1.9,57.0,1.03,29.9,34.6,-60.0,Random,1.1,94.9,1.09,49.7,0.051,0.61,27.1,0
49,8.4,42.0,2.71,23.4,36.7,-42.4,Line,3.9,91.2,1.09,40.7,0.118,1.34,6.9,1
42,2.9,169.8,1.66,18.4,16.2,-61.3,Grid,4.4,220.0,1.41,33.5,0.043,0.91,27.2,0
20,4.5,155.4,2.68,2.4,35.7,-109.3,Circle,7.8,277.0,1.02,19.4,0.201,0.58,12.8,1
23,3.8,476.8,3.93,21.8,18.3,-68.4,Grid,1.4,76.9,1.49,30.3,0.356,1.29,1.7,0
6,4.6,391.8,3.87,21.3,55.0,-84.6,Circle,2.9,31.6,3.11,44.1,0.143,0.52,30.8,0
3,2.4,330.0,1.84,23.3,73.8,-89.1,Random,9.0,300.0,1.65,16.0,0.002,1.1,2.1,0
31,5.5,258.8,3.5,3.7,77.6,-91.3,Grid,2.4,210.4,2.04,2.5,0.279,1.2,9.0,1
48,8.2,83.7,4.71,19.6,15.4,-36.4,Line,7.8,267.1,0.74,17.0,0.346,0.69,13.5,0
40,5.0,489.2,3.17,8.9,40.6,-53.2,Random,4.3,51.7,4.51,48.1,0.196,0.63,5.3,1
5,5.4,187.5,0.83,22.8,35.9,-108.0,Grid,7.0,242.2,1.12,39.9,0.148,0.61,36.5,0
34,8.6,53.5,3.43,7.2,19.4,-77.2,Random,1.7,245.9,2.07,10.2,0.245,1.49,24.9,1
14,7.4,246.9,0.61,20.5,42.6,-91.4,Circle,3.6,53.9,2.21,1.6,0.051,1.26,35.0,0
21,5.4,437.0,4.37,8.8,36.9,-32.0,Random,4.8,56.8,3.97,33.8,0.322,0.81,27.3,0
8,3.3,443.6,2.63,0.3,67.1,-32.0,Line,8.7,95.7,2.68,29.4,0.367,0.84,39.7,0
16,9.0,5.5,1.99,19.0,89.5,-91.2,Grid,6.1,72.9,2.22,5.1,0.352,1.15,21.0,1
24,6.2,443.1,0.38,3.4,50.9,-88.3,Circle,1.4,292.9,3.63,48.3,0.164,0.96,2.2,1
15,3.0,135.7,1.97,19.8,77.2,-66.1,Random,8.2,115.3,3.19,31.3,0.421,0.77,6.4,0
24,3.4,19.5,4.53,27.8,23.1,-76.9,Wedge,1.5,230.8,0.85,32.9,0.473,0.56,23.5,0
20,8.2,423.9,0.2,29.1,90.5,-100.8,Circle,9.4,243.5,1.91,42.8,0.149,1.28,13.9,0
30,1.4,431.9,2.43,7.1,23.7,-60.6,Circle,2.9,121.9,4.9,17.5,0.131,1.39,4.5,1
21,9.9,298.1,4.66,24.3,27.3,-89.9,Line,5.4,207.9,2.68,28.4,0.352,0.71,9.5,0
30,2.2,287.2,2.03,10.6,19.6,-61.2,Line,1.7,41.3,2.41,29.2,0.354,0.56,19.0,0
25,8.2,406.6,2.2,27.0,37.9,-85.5,Random,6.1,125.1,1.17,48.4,0.255,0.62,20.7,0
19,4.6,393.2,2.93,23.6,59.7,-57.0,Wedge,5.5,290.5,4.28,7.4,0.462,0.91,37.4,0
11,5.4,445.1,2.37,2.2,98.9,-59.9,Circle,4.7,58.9,1.1,38.2,0.073,0.8,3.6,1
42,8.9,276.4,0.93,12.2,81.4,-74.2,Random,1.3,121.9,0.97,29.2,0.239,0.57,14.3,1
9,4.7,483.8,0.19,10.1,44.2,-56.6,Wedge,8.9,239.3,2.48,42.4,0.018,0.95,20.2,0
27,5.8,498.1,3.09,23.6,61.8,-78.5,Random,8.2,203.0,2.46,41.8,0.026,0.7,4.5,1
30,1.4,58.3,4.61,12.3,66.1,-109.5,Circle,6.7,193.1,4.92,1.6,0.027,0.57,27.5,1
11,1.0,424.8,0.62,20.5,84.0,-103.6,Random,6.2,257.4,1.07,13.6,0.246,1.16,20.6,0
18,3.2,249.9,1.13,18.1,76.3,-97.9,Line,7.3,18.4,2.68,9.9,0.294,1.07,18.4,0
3,7.1,193.8,1.91,29.3,61.2,-114.3,Line,2.3,233.6,1.41,23.6,0.002,1.33,26.2,1
7,2.1,306.5,4.06,28.1,70.2,-56.0,Grid,9.4,265.9,3.66,45.4,0.316,0.8,11.5,0
6,2.0,28.0,1.42,12.8,77.1,-86.9,Wedge,3.6,14.7,2.26,1.2,0.245,0.64,13.6,0
29,4.7,253.2,4.42,21.7,22.0,-111.6,Circle,6.9,172.1,3.42,24.9,0.112,0.86,6.5,1
42,6.8,435.4,0.37,24.9,28.0,-46.2,Wedge,6.5,111.1,2.02,44.4,0.008,1.28,20.9,0
6,7.4,106.7,4.71,27.0,72.0,-58.5,Line,6.7,24.7,3.04,46.4,0.078,0.74,14.9,1
19,2.6,213.2,2.85,2.0,86.5,-79.3,Circle,8.9,131.1,2.61,33.2,0.3,0.76,10.4,1
27,1.7,469.7,3.33,9.1,46.8,-97.7,Grid,3.7,196.8,2.18,41.7,0.329,0.65,5.0,1
21,9.5,214.3,1.9,9.6,98.2,-106.3,Line,7.7,276.5,2.92,16.9,0.324,1.49,0.9,1
42,3.3,179.2,3.93,13.0,29.4,-78.7,Line,6.4,190.0,2.23,15.0,0.077,1.47,7.7,1
50,8.7,220.3,0.92,5.1,47.5,-40.3,Wedge,1.7,258.5,4.13,3.4,0.456,1.16,9.9,1
28,8.8,259.7,0.34,14.9,44.1,-103.0,Random,4.7,45.3,2.73,25.7,0.205,0.71,19.4,1
50,8.0,316.0,2.04,19.9,93.7,-68.8,Wedge,8.5,71.1,4.56,23.3,0.384,1.27,9.6,1
13,2.5,400.3,4.28,14.9,35.7,-33.4,Line,3.8,291.4,1.5,19.2,0.083,1.08,32.7,0
8,8.4,226.1,3.8,20.0,52.4,-62.7,Wedge,5.3,267.3,1.0,6.6,0.235,1.25,19.0,0
4,7.9,408.7,2.63,2.0,26.9,-80.4,Random,5.4,78.2,2.21,12.3,0.261,1.36,25.0,0
11,6.4,266.9,2.9,26.3,56.9,-55.5,Grid,6.6,190.1,1.33,11.0,0.385,0.82,8.3,0
35,4.0,169.2,0.74,28.2,87.2,-45.8,Circle,9.0,115.2,2.27,47.3,0.311,1.41,16.6,0
26,3.4,329.0,4.22,18.5,37.4,-66.9,Line,2.6,145.9,1.43,48.4,0.2,1.4,24.1,0
36,2.1,358.9,3.96,26.4,83.0,-41.5,Wedge,5.5,259.7,4.41,1.2,0.141,1.05,12.4,0
17,5.6,279.0,3.32,3.9,92.0,-73.7,Line,4.8,223.4,3.06,9.4,0.486,1.18,13.4,0
3,6.3,28.3,2.38,23.9,16.6,-45.3,Circle,3.7,79.1,2.74,44.6,0.142,0.91,32.3,0
25,4.2,84.9,4.83,3.6,78.1,-34.3,Wedge,9.3,101.6,4.04,2.9,0.065,1.16,33.5,1
11,5.3,142.6,4.41,12.2,33.0,-74.9,Grid,1.1,94.0,1.09,47.2,0.15,1.05,21.3,1
39,4.3,141.3,3.26,9.7,25.8,-65.5,Circle,2.1,236.4,4.36,19.6,0.163,0.82,35.9,1
23,6.8,336.7,1.92,17.6,64.1,-65.1,Random,7.6,152.1,2.67,27.4,0.064,0.82,29.5,0
27,9.1,9.2,3.13,9.0,73.5,-49.7,Random,3.4,285.7,1.11,38.4,0.354,1.15,2.2,1
44,2.5,377.8,2.92,19.1,45.5,-45.9,Line,7.5,246.8,4.19,13.0,0.31,1.46,22.4,0
40,4.4,132.7,2.03,11.0,13.5,-117.5,Random,8.5,71.2,2.57,5.9,0.158,0.7,27.9,0
28,2.3,155.0,1.6,25.8,91.8,-54.0,Wedge,3.3,237.9,3.22,40.7,0.497,0.89,21.6,0
30,6.6,264.0,2.09,19.0,75.8,-49.5,Random,2.7,156.8,4.52,49.2,0.328,1.31,33.3,1
